代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
600011,华能国际,7.5,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600236,桂冠电力,10.78,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002860,星帅尔,13.77,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002327,富安娜,7.44,100%,28.6%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002040,南 京 港,10.26,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000060,中金岭南,7.35,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000565,渝三峡Ａ,8.05,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000600,建投能源,9.89,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002366,融发核电,7.53,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000993,闽东电力,13.52,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603803,瑞斯康达,16.0,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603010,万盛股份,14.4,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002745,木林森,9.65,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600995,南网储能,14.78,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000531,穗恒运Ａ,7.35,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600958,东方证券,9.5,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600198,大唐电信,9.29,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600116,三峡水利,6.77,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600101,明星电力,10.06,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600737,中粮糖业,15.44,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000755,山西高速,5.18,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000881,中广核技,7.89,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002849,威星智能,18.03,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002090,金智科技,11.24,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603212,赛伍技术,14.81,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600736,苏州高新,8.26,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002331,皖通科技,9.56,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002559,亚威股份,11.21,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000922,佳电股份,15.76,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600452,涪陵电力,12.38,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002939,长城证券,9.32,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002930,宏川智慧,14.78,100%,0.0%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600601,方正科技,12.7,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002227,奥 特 迅,9.01,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603997,继峰股份,13.52,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002300,太阳电缆,10.2,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600100,同方股份,8.53,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603617,君禾股份,7.82,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000567,海德股份,6.31,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603798,康普顿,18.6,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603033,三维股份,11.5,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000429,粤高速Ａ,12.96,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600830,香溢融通,10.01,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001236,弘业期货,9.54,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600698,湖南天雁,7.71,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605158,华达新材,8.05,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002917,金奥博,13.55,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603969,银龙股份,9.86,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600475,华光环能,18.6,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002439,启明星辰,15.9,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603567,珍宝岛,7.29,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001313,粤海饲料,8.95,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002115,三维通信,14.2,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600192,长城电工,8.68,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603208,江山欧派,14.04,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002129,TCL中环,9.36,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
