代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
002443,金洲管道,8.68,100%,0.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603617,君禾股份,7.84,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002675,东诚药业,14.45,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603990,麦迪科技,15.73,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603887,城地香江,14.53,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600955,维远股份,17.25,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603608,天创时尚,9.26,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603229,奥翔药业,10.02,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601139,深圳燃气,6.67,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603648,畅联股份,10.7,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002345,潮宏基,12.76,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002221,东华能源,8.16,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601200,上海环境,8.16,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002457,青龙管业,11.38,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002178,延华智能,6.66,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002626,金达威,19.86,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002877,智能自控,9.57,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603020,爱普股份,10.64,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000703,恒逸石化,10.46,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002152,广电运通,13.66,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000910,大亚圣象,7.69,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603227,雪峰科技,8.4,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603258,电魂网络,19.78,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600267,海正药业,10.5,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002797,第一创业,7.04,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605162,新中港,9.14,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600866,星湖科技,7.17,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601789,宁波建工,5.17,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002645,华宏科技,15.46,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002583,海能达,11.75,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600390,五矿资本,5.78,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603299,苏盐井神,10.74,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603936,博敏电子,12.44,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001216,华瓷股份,18.28,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603998,方盛制药,11.61,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600731,湖南海利,7.05,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002019,亿帆医药,12.55,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603809,豪能股份,14.08,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600851,海欣股份,7.24,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605369,拱东医疗,19.26,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002382,蓝帆医疗,6.02,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002412,汉森制药,6.74,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603787,新日股份,13.65,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
